Sale,Discount,coupon,Promotion,Special_offer,Bargain,Deal,Clearance,Flash_sale,Apparel,Electronics,Home_goods,Appliance,Furniture,Beauty_product,Shopping,Shopping_spree,Retail_therapy,Shopping_experience,Impulse_buying,Comparison_shopping,Brand_loyalty,Loyalty_card,Customer_satisfaction,customer_opinion,Payment_options,Credit_card,Cash_transaction,Online_payment,Retail_store,Brick-and-mortar,Store_layout,E-commerce,webshop,Online_shopping,Online_shop,Online_store,Customer_service,Customer_support,Returns_and_exchanges,Holiday_sales,Black_Friday,Cyber_Monday,Sales_events,Clearance_events,Anniversary_sale,Retail,purchase_+_purchasing,acquire,Buy,procure,consume_,Shopping_cart,shopping_bag
51,55,50,81,67,47,54,81,25,71,37,24,66,58,40,52,43,44,15,16,16,32,25,47,23,35,43,8,59,49,19,47,30,15,23,60,56,21,28,22,24,0,0,73,17,4,59,64,43,57,58,29,62,56
50,57,54,88,70,49,55,82,23,80,39,22,69,55,45,59,65,39,9,21,16,50,31,48,11,34,43,9,61,54,0,52,30,13,26,73,66,20,29,22,27,2,0,59,5,4,62,65,52,59,62,33,67,61
53,60,68,91,82,52,77,83,30,78,50,25,66,61,42,68,53,42,12,16,27,57,26,49,13,32,46,8,62,50,0,69,29,15,33,86,74,21,29,24,72,51,32,71,0,3,61,67,50,77,57,33,67,68
53,63,79,100,98,48,70,92,26,86,50,27,67,52,35,73,72,41,7,32,28,29,15,35,0,33,45,11,79,54,8,55,24,22,29,96,100,22,32,23,71,1,5,61,0,3,61,66,42,83,54,27,77,63
55,56,59,86,100,48,60,88,24,63,42,22,69,66,49,57,28,42,15,13,17,31,24,40,17,33,43,8,71,44,7,42,25,26,25,69,77,22,30,32,22,0,0,60,4,3,57,65,50,59,62,26,86,50
56,56,55,88,85,50,57,86,26,68,39,20,72,63,44,52,32,33,8,14,15,32,26,46,20,35,46,9,60,40,0,63,29,25,26,74,73,22,29,31,13,0,0,57,0,3,55,68,56,58,61,34,87,45
54,55,52,85,78,49,60,84,24,62,36,20,73,56,46,54,46,35,20,31,13,42,18,41,26,40,43,11,59,42,0,64,27,23,24,74,70,22,30,29,13,0,0,47,12,3,55,68,54,55,64,35,82,48
52,53,55,83,73,46,58,85,29,60,34,22,83,53,45,56,39,53,3,22,13,62,26,46,13,47,41,9,62,43,17,61,28,30,25,76,66,21,28,31,18,0,0,73,0,4,55,66,54,54,58,34,87,54
53,55,57,89,74,46,57,83,25,61,35,22,66,57,50,56,43,51,11,14,12,60,30,43,28,34,42,8,58,46,6,61,28,26,25,95,65,22,28,24,20,0,0,79,0,7,55,62,48,55,63,31,83,55
52,59,58,89,77,54,55,83,22,60,36,23,70,54,46,55,38,41,5,13,13,24,42,43,0,42,44,11,67,51,28,37,24,37,22,87,63,26,33,24,17,0,0,65,7,8,58,62,45,64,64,30,73,51
51,56,55,77,69,45,52,76,23,55,34,23,68,55,44,59,47,63,11,14,10,21,32,37,34,36,42,7,59,52,0,36,21,24,21,70,57,25,36,22,52,0,0,50,6,16,55,58,46,59,72,29,53,46
47,55,54,74,63,41,55,66,23,57,32,23,62,48,40,56,44,44,13,5,11,23,28,35,19,39,38,10,51,47,17,47,21,26,22,70,52,25,37,26,100,0,0,59,7,5,54,59,42,58,53,29,51,52
45,49,52,68,55,43,53,66,22,62,32,22,59,49,44,50,46,49,14,17,12,34,26,37,18,35,38,12,53,43,9,27,23,28,22,84,46,24,32,23,17,0,0,59,6,5,53,57,51,56,71,32,52,42
42,50,51,66,53,43,56,65,19,66,31,25,58,50,37,53,58,53,13,9,12,48,34,33,15,36,35,11,53,44,16,39,24,27,22,83,47,22,30,23,18,2,0,53,6,3,51,53,53,58,65,37,58,45
45,52,67,78,70,44,69,79,27,67,41,26,66,51,38,58,52,58,10,23,18,44,38,35,7,32,38,6,55,44,14,63,23,34,30,98,59,23,31,35,58,49,47,63,3,3,53,58,53,74,60,35,64,59
45,53,81,86,71,42,64,87,28,74,40,25,61,46,38,63,53,49,16,0,19,21,39,30,6,36,39,6,59,49,15,40,19,28,25,100,64,25,32,32,57,2,1,59,0,3,53,60,46,82,57,30,62,55
56,56,73,76,71,47,62,94,26,61,38,26,67,65,48,43,33,60,13,11,14,27,65,35,13,42,43,9,60,43,6,45,20,12,21,68,58,29,34,44,21,2,1,60,3,3,54,63,55,73,53,32,62,51
59,57,71,75,68,47,64,76,27,62,36,24,66,64,43,43,44,72,16,9,14,46,77,40,14,47,43,11,61,40,20,53,21,10,22,61,57,26,38,43,16,2,1,55,4,4,53,61,62,72,66,34,61,44
55,56,74,73,61,48,63,67,25,63,32,25,63,57,47,42,42,60,10,17,14,34,57,39,15,47,45,9,53,47,7,49,23,8,22,49,52,26,36,35,13,4,0,56,4,3,53,64,63,72,74,36,60,45
56,53,84,71,63,47,65,58,29,60,30,28,60,55,44,43,37,63,14,12,10,50,45,35,15,57,44,13,57,47,16,67,21,10,22,49,54,25,34,34,16,2,0,61,4,5,53,65,63,68,62,35,53,50
57,53,86,78,66,44,63,58,27,55,28,31,61,56,45,44,63,47,12,27,11,37,53,36,17,42,45,11,52,44,8,57,19,11,19,43,63,27,33,27,16,1,0,66,9,7,53,65,52,67,56,33,57,42
56,58,83,81,65,44,64,63,31,56,29,31,70,59,49,47,81,70,12,16,10,25,60,32,18,50,48,10,60,47,6,50,18,12,21,47,58,31,39,35,18,1,0,65,3,12,57,66,49,71,69,29,50,44
59,60,79,71,66,45,66,70,35,57,30,30,72,60,40,53,45,74,13,9,11,28,47,32,12,48,51,11,64,47,6,59,17,10,20,49,57,32,38,30,51,1,0,59,9,27,57,62,48,70,61,27,50,50
56,58,78,73,63,41,70,71,34,61,31,31,70,57,41,52,49,64,16,13,10,20,54,33,9,49,52,9,66,45,10,47,19,10,22,55,61,35,39,28,78,1,0,68,9,7,52,62,50,73,60,27,43,54
52,53,73,63,58,39,61,72,30,71,29,33,64,52,45,49,52,66,13,11,12,31,43,33,16,46,51,13,74,42,4,48,20,9,21,55,55,34,36,27,18,1,0,75,6,7,50,64,54,67,67,31,47,44
49,51,76,63,55,42,60,69,29,80,29,32,65,53,42,48,73,57,10,22,12,32,42,35,31,43,49,12,68,48,14,67,22,10,23,45,56,31,37,28,25,2,0,71,0,6,52,56,57,67,62,35,52,54
55,53,88,68,62,45,84,63,34,76,35,40,71,57,36,56,81,64,16,29,17,47,54,31,7,42,49,11,63,48,0,84,20,12,31,54,64,30,38,30,54,60,71,71,6,5,54,63,55,93,63,35,62,57
55,55,98,73,62,41,72,68,35,85,33,44,64,54,47,58,70,53,12,17,14,26,40,31,0,47,53,9,62,50,11,59,16,11,27,57,72,37,43,36,64,3,2,57,6,4,55,67,54,100,63,30,56,61
57,52,71,58,57,41,64,66,32,61,29,35,64,64,45,42,72,53,12,28,10,24,40,32,21,49,48,12,63,43,11,50,18,8,20,46,53,33,39,43,22,2,1,54,5,4,53,62,59,80,64,31,48,48
58,51,69,59,55,48,64,64,33,60,26,32,65,61,43,45,58,72,12,11,11,38,41,36,16,46,46,13,62,40,11,52,19,9,21,44,54,31,36,38,15,2,1,63,6,4,50,62,59,71,64,36,46,43
58,51,68,60,55,44,61,60,30,64,25,34,62,57,43,59,46,49,17,26,9,41,40,33,8,47,48,11,59,42,12,53,18,10,21,47,52,30,37,34,13,1,0,51,6,5,49,62,60,68,57,37,52,49
60,49,62,60,49,40,62,59,30,64,24,40,61,53,46,56,46,61,14,30,8,43,43,36,19,53,51,15,68,39,17,67,18,13,22,42,52,31,35,36,14,0,0,66,5,6,51,63,57,64,70,37,47,64
58,52,65,61,55,42,60,57,30,66,26,43,64,55,56,51,39,34,12,17,7,32,42,30,14,45,54,12,63,40,15,55,18,10,19,42,55,32,36,29,15,0,0,83,0,8,51,62,48,64,63,33,51,54
63,53,64,61,50,41,55,57,32,63,26,41,67,54,48,60,37,53,13,19,7,27,49,29,5,50,54,12,67,41,9,43,15,13,22,42,58,35,37,29,15,0,0,58,6,11,52,58,43,67,55,29,43,55
65,56,61,59,52,41,59,63,37,63,25,40,69,58,43,61,47,51,10,19,7,28,48,29,12,54,56,12,67,41,17,46,15,12,24,45,61,35,47,36,43,0,0,65,5,33,52,60,44,68,55,30,40,58
59,53,68,58,48,40,57,67,35,68,26,40,64,57,46,58,48,54,10,5,7,19,59,29,15,54,53,12,70,44,11,52,14,10,22,49,60,36,45,35,64,0,0,64,6,11,54,62,43,70,65,32,41,54
57,50,65,55,51,37,55,62,32,68,24,47,64,51,45,45,46,53,17,13,8,34,58,28,11,51,52,17,69,48,8,46,18,11,25,47,62,36,43,37,16,1,0,65,8,6,53,63,46,67,66,35,46,55
54,48,61,53,47,39,55,63,28,65,23,39,63,47,40,41,59,60,15,14,7,39,49,32,7,52,53,13,65,45,16,57,18,11,26,45,57,37,38,33,22,3,0,58,5,5,52,60,51,65,69,35,42,53
57,50,76,59,51,54,78,67,36,75,27,46,66,51,34,48,54,62,16,23,12,30,56,30,6,47,52,12,63,43,25,82,16,11,35,52,69,37,38,37,51,59,75,61,4,5,53,62,50,89,59,35,47,60
58,51,85,59,54,49,65,64,38,81,26,48,61,44,43,51,63,76,11,16,10,32,51,28,14,52,52,12,67,44,13,64,13,10,30,54,76,36,44,36,66,1,1,46,2,4,52,63,43,95,52,30,44,64
58,47,65,53,49,40,67,68,32,58,24,38,63,56,42,39,35,55,9,18,7,24,57,30,2,55,53,13,74,40,9,52,14,10,24,45,60,35,43,51,22,1,0,47,3,4,49,66,52,69,69,35,37,54
61,48,65,50,51,39,60,64,31,58,22,37,63,55,38,40,46,60,17,23,7,37,45,33,16,51,51,15,66,39,6,57,17,11,24,48,58,33,39,49,16,1,0,50,6,5,50,63,60,66,69,39,43,54
63,49,66,52,45,42,60,64,32,60,22,38,59,55,43,42,45,68,13,29,6,39,53,31,7,54,49,14,69,38,11,55,16,11,25,47,56,31,37,39,12,0,0,56,6,5,49,62,53,64,66,36,40,55
63,47,61,55,46,39,60,59,40,63,22,40,59,52,42,42,41,55,15,21,7,48,41,32,16,56,51,15,70,40,13,62,16,10,24,43,60,33,37,39,11,0,0,69,4,6,51,61,55,61,73,41,38,54
59,48,63,52,42,37,58,55,32,57,21,39,64,53,36,49,46,62,13,21,6,29,52,31,10,55,52,13,67,38,8,49,15,7,23,41,53,35,35,33,16,0,0,80,2,8,49,59,45,61,63,36,38,49
64,53,61,52,43,37,60,57,32,59,21,44,66,51,39,51,38,62,15,12,6,23,56,31,12,57,58,12,67,43,7,36,12,11,21,41,54,35,42,38,14,0,0,59,6,12,50,58,38,66,55,32,35,55
67,56,64,52,43,38,59,63,41,61,22,41,70,57,42,50,48,60,16,11,5,24,50,31,12,60,57,13,72,40,14,49,12,9,26,43,59,40,44,42,44,0,0,61,5,29,54,58,40,69,60,33,37,48
60,54,70,53,41,40,55,68,37,67,22,43,70,56,36,47,50,61,10,7,7,20,53,30,14,63,56,13,73,41,14,45,13,10,29,47,61,40,50,34,58,0,0,59,12,10,51,59,37,68,60,31,36,55
57,47,63,49,40,34,55,67,35,64,20,45,64,48,35,38,45,60,16,13,6,35,52,32,12,57,52,18,68,39,15,46,14,9,25,42,55,37,41,37,17,1,0,55,8,7,50,62,48,66,72,35,36,51
55,49,64,49,39,40,59,61,30,71,21,44,61,46,39,40,73,57,18,20,6,44,55,29,16,51,58,14,68,39,15,50,16,11,27,42,57,36,42,42,20,3,1,53,8,6,52,63,53,64,77,39,39,55
61,53,84,52,44,43,76,69,41,74,25,53,71,52,44,48,59,62,14,33,9,43,57,29,5,58,62,14,73,44,18,70,15,8,37,51,64,35,45,36,48,66,25,74,5,6,54,61,48,87,69,39,41,54
58,54,100,56,49,40,70,70,42,80,26,54,64,45,35,51,66,40,14,18,10,34,52,26,15,60,66,13,77,45,25,55,11,9,35,48,73,42,50,41,69,3,60,49,0,5,55,64,44,97,53,34,37,55
66,46,69,49,47,39,60,69,32,63,22,39,63,51,43,36,36,44,18,30,6,28,52,27,17,62,59,15,82,42,11,49,13,9,24,40,56,40,44,48,24,0,0,55,0,5,52,60,50,67,74,38,35,46
61,50,68,48,46,42,60,70,35,66,22,37,64,54,43,38,33,54,14,20,6,40,61,30,7,66,56,17,80,40,22,50,14,12,25,41,54,38,44,62,13,0,0,55,5,5,48,63,57,64,80,39,33,44
61,49,68,46,44,41,61,65,39,63,21,41,62,53,42,41,40,55,18,33,6,38,60,28,9,67,59,13,74,35,14,63,15,10,26,40,55,39,50,46,9,0,0,57,6,6,52,62,55,63,76,39,36,49
62,47,67,52,47,38,62,63,38,62,20,43,59,50,39,40,34,57,15,31,5,49,58,31,18,72,63,19,76,42,20,64,16,9,26,38,51,38,45,42,13,0,0,64,5,6,50,64,54,58,78,46,33,52
68,49,72,54,44,38,63,59,38,60,20,42,62,53,40,42,36,52,16,26,6,31,66,28,11,58,61,18,73,40,9,54,15,10,25,37,50,40,43,37,18,0,0,77,0,9,51,62,47,65,79,37,38,50
65,53,67,51,42,33,58,59,44,65,20,42,67,49,38,42,32,49,15,21,5,31,54,29,12,59,64,17,77,39,8,43,12,8,23,36,53,42,46,33,14,0,0,59,2,13,51,62,40,62,62,33,33,48
66,55,72,49,43,37,61,61,44,59,20,48,73,53,43,46,31,50,11,15,5,32,67,27,9,66,66,15,69,38,7,47,12,9,27,37,51,41,48,35,44,0,0,66,8,33,51,60,41,65,66,33,33,49
63,53,74,45,41,37,58,71,41,63,20,51,69,54,37,46,40,59,10,12,5,27,56,30,7,70,71,12,72,38,5,39,11,7,30,39,52,44,46,40,44,0,0,61,6,9,51,61,41,64,72,30,35,52
57,47,69,49,41,36,59,66,32,61,20,47,66,48,40,40,28,57,17,27,5,42,57,30,20,64,68,24,71,43,12,57,16,9,30,38,55,42,46,34,16,1,0,68,8,6,54,60,53,63,82,38,34,51
53,46,67,46,39,39,59,62,43,65,20,45,63,46,35,40,50,58,16,32,6,52,59,35,7,59,63,17,70,43,41,58,16,9,32,38,50,44,44,37,21,2,1,65,5,6,53,62,54,60,85,38,34,54
59,50,80,51,43,40,80,68,50,65,21,53,68,52,39,46,44,62,19,30,9,44,64,30,12,56,73,17,67,40,20,79,14,8,39,44,60,41,43,36,48,63,35,64,11,5,50,59,50,80,93,38,38,57
61,53,95,50,41,38,72,68,62,76,22,54,64,44,37,53,44,52,15,35,7,38,57,28,0,59,76,16,70,41,19,63,12,11,38,46,65,48,48,39,65,2,50,43,3,6,52,68,48,87,71,34,37,59
63,46,70,42,39,37,61,69,36,53,20,43,65,52,42,39,28,41,11,29,5,25,55,29,12,59,68,15,70,37,10,52,12,12,29,38,53,46,46,46,21,0,0,62,6,6,47,67,54,61,76,37,34,52
63,45,67,43,37,35,63,63,39,52,20,37,62,54,43,40,27,50,10,23,5,48,52,31,11,61,68,19,66,34,18,52,13,9,29,36,48,44,43,42,12,0,0,60,3,5,47,64,58,59,85,43,31,48
61,48,65,41,39,36,67,66,44,60,19,42,62,48,37,41,31,55,17,37,6,48,56,32,13,66,63,20,73,36,19,60,15,9,31,37,46,43,43,39,11,0,0,73,4,6,48,64,56,58,79,43,33,53
65,47,64,44,36,36,68,61,54,54,19,40,62,46,40,40,37,52,14,39,5,53,59,32,18,67,63,21,75,37,22,60,16,11,31,37,46,45,43,41,13,0,0,63,5,6,47,64,55,57,86,45,33,50
64,47,66,48,38,36,63,63,50,49,18,42,64,50,43,41,32,41,14,35,5,35,60,29,11,61,67,22,68,45,14,48,13,9,28,32,46,45,45,39,16,0,0,90,5,8,47,61,50,60,84,38,34,48
71,51,67,47,40,42,60,63,55,53,20,39,71,51,38,43,30,44,12,24,3,30,66,29,16,69,76,21,72,41,12,48,12,11,29,32,48,52,57,37,17,0,0,72,6,13,52,60,47,68,76,36,35,52
71,56,67,46,40,41,78,69,46,55,20,48,77,55,43,49,38,48,19,10,4,25,61,33,10,67,77,18,73,41,6,44,12,13,27,34,48,53,58,36,40,1,0,73,0,31,50,63,46,66,72,35,30,56
69,55,69,46,35,38,70,78,45,59,19,51,71,55,39,46,33,48,16,16,4,25,54,28,14,71,73,19,71,36,12,39,11,11,29,36,50,52,57,33,60,0,0,69,11,10,52,63,46,68,81,36,34,61
64,49,66,47,36,40,71,74,42,59,19,46,68,49,40,39,31,47,15,29,5,38,72,33,15,69,73,26,78,38,25,52,12,16,27,33,49,53,58,33,16,1,0,79,12,7,54,64,60,64,94,43,33,53
59,46,66,44,36,38,62,68,48,68,18,44,64,45,35,42,42,48,17,34,5,50,62,30,19,64,70,23,72,38,25,54,15,12,30,36,50,48,54,34,20,3,1,69,4,6,48,63,56,61,100,43,34,50
67,50,79,46,38,41,93,70,60,67,20,53,69,51,40,51,42,56,18,38,8,43,58,29,7,63,74,23,65,38,21,64,13,16,43,46,57,48,52,36,46,72,75,72,10,5,47,63,56,82,83,45,38,59
65,50,93,49,42,36,73,73,60,67,21,59,63,46,38,51,48,36,15,30,6,42,60,27,12,63,77,20,69,39,24,59,11,11,38,44,62,55,60,41,65,2,14,53,0,5,50,68,47,84,81,37,37,63
72,47,63,39,34,41,67,79,44,53,19,45,69,56,46,39,26,36,16,28,4,28,61,30,13,77,71,20,66,35,14,43,14,24,27,38,48,51,56,48,22,0,0,54,8,4,48,66,51,64,83,39,30,53
75,50,61,40,36,44,73,81,44,53,20,43,67,58,48,40,35,39,21,39,4,51,53,34,21,73,66,28,67,36,37,51,17,27,28,36,45,54,51,46,14,0,0,63,5,5,50,66,59,63,95,46,32,53
76,47,67,45,35,43,73,72,43,51,19,43,69,55,44,41,33,52,15,32,4,54,56,35,13,69,67,25,66,36,21,55,15,27,29,37,48,52,52,44,13,0,0,66,4,6,49,64,56,59,90,47,29,52
78,47,62,46,36,44,70,69,49,53,18,43,64,54,40,41,36,47,23,41,4,50,58,36,21,73,68,23,70,39,25,58,16,26,28,37,46,50,49,46,14,0,0,74,7,6,52,64,54,58,92,48,35,53
78,50,68,45,36,42,67,70,52,50,18,44,69,58,47,42,31,41,16,30,5,35,62,30,11,72,74,22,68,35,15,55,15,22,28,39,48,53,58,36,15,0,0,88,11,9,54,62,50,59,86,41,31,52
73,52,65,43,34,40,63,70,58,48,18,40,71,51,44,42,34,45,21,15,3,28,58,29,9,71,75,19,72,37,17,44,12,21,27,36,45,56,55,30,15,0,0,63,7,13,52,62,45,62,72,36,30,51
80,52,68,39,34,45,65,80,48,49,17,48,71,55,39,49,36,41,21,12,3,28,57,27,9,70,73,20,68,33,10,36,11,24,29,35,45,62,56,32,31,0,0,58,6,40,51,58,46,66,62,33,29,54
73,50,68,39,34,41,61,79,51,51,17,46,74,54,39,45,34,47,17,26,3,22,58,26,12,74,74,17,66,35,15,41,11,21,30,32,46,55,53,31,31,0,0,61,13,17,49,59,41,61,72,32,30,54
71,46,60,40,38,40,61,72,60,56,17,45,67,52,41,41,31,40,18,25,5,44,65,29,20,71,74,28,69,35,14,51,15,26,28,34,48,53,57,33,16,1,0,64,3,7,45,59,52,58,76,39,35,53
66,47,65,39,35,43,64,74,51,60,17,43,65,48,37,43,38,42,22,35,4,42,70,28,16,68,72,25,66,35,29,43,15,29,32,39,46,53,59,37,21,3,1,64,7,6,48,63,56,59,87,42,33,55
69,51,73,40,38,47,90,79,100,61,19,47,72,53,43,48,49,49,20,32,7,45,65,27,15,65,74,24,65,35,24,65,14,30,41,42,55,53,54,39,43,78,83,62,9,6,47,64,51,80,81,42,38,71
69,52,88,41,39,43,75,81,47,67,21,55,64,49,41,50,41,46,23,25,6,37,67,26,15,73,79,21,69,36,18,56,12,25,39,45,56,63,62,40,58,1,1,59,5,6,50,66,49,81,71,37,39,70
70,46,59,39,33,42,65,84,54,58,17,41,66,54,46,40,31,38,18,26,4,26,77,30,16,72,72,24,72,33,21,49,13,22,34,37,47,58,56,53,23,0,0,58,7,5,47,65,50,60,88,42,32,55
71,47,57,39,34,45,71,77,43,54,17,40,66,56,47,40,29,50,22,38,5,50,61,30,22,74,78,30,73,36,25,48,16,20,33,38,46,56,58,49,15,0,0,66,5,5,54,69,58,60,96,49,32,56
74,51,59,41,36,47,69,79,48,54,19,43,66,52,51,42,30,50,20,47,4,46,70,32,18,76,74,28,69,34,28,59,16,20,33,38,49,56,75,48,12,0,0,71,9,6,55,69,53,57,95,55,32,56
77,48,59,41,33,46,65,74,48,52,17,43,66,52,45,41,29,53,22,33,4,63,63,36,21,84,75,28,75,33,41,53,17,18,34,38,48,58,63,42,14,0,0,75,13,6,55,65,54,58,94,48,32,59
75,51,58,42,33,47,65,71,46,44,17,42,71,52,46,41,28,54,19,33,4,41,66,32,13,73,75,25,67,34,29,48,15,16,32,38,47,65,62,33,15,0,0,86,7,9,51,61,46,57,84,45,28,52
80,54,60,38,33,46,63,73,62,39,18,42,75,54,47,45,33,47,23,14,4,37,66,31,19,79,81,27,71,35,22,33,14,29,31,38,44,69,72,35,15,0,0,70,7,12,51,60,42,62,76,37,33,49
78,57,62,37,34,52,64,83,58,40,19,48,78,59,46,50,36,53,17,22,4,30,71,29,15,79,87,25,73,34,19,33,13,22,34,40,51,73,64,32,30,0,0,85,5,82,54,58,40,67,71,38,33,52
73,53,62,36,30,49,61,81,57,44,18,49,69,54,43,53,25,47,14,21,4,27,61,28,15,81,82,23,70,35,15,43,13,18,73,36,51,70,71,31,30,0,0,67,8,20,51,65,35,66,80,35,33,62
67,49,59,37,30,44,61,75,54,48,17,47,70,49,45,52,31,46,20,21,4,44,68,32,23,78,79,33,71,33,20,43,16,21,100,37,52,68,67,39,17,1,0,82,10,6,49,60,47,60,85,43,32,61
67,49,63,38,32,47,68,78,56,49,16,45,70,50,46,49,39,44,20,32,5,63,64,33,21,83,83,29,72,35,24,57,18,18,82,38,50,67,64,36,20,3,1,75,7,6,54,64,55,58,90,49,33,58
73,55,77,39,35,47,90,86,57,56,21,56,78,58,48,53,47,47,22,22,7,60,65,29,19,74,82,30,68,35,30,63,16,14,65,43,59,74,61,37,44,86,100,76,7,6,57,66,52,83,79,46,38,61
68,52,81,36,45,47,73,92,49,57,19,56,71,46,41,52,40,50,20,40,5,40,58,23,12,79,87,37,71,33,19,50,11,8,50,40,58,70,63,45,51,1,1,53,7,5,51,67,46,83,67,39,35,59
72,47,57,33,43,45,63,91,47,40,18,43,72,50,52,40,24,36,17,29,4,34,61,27,21,82,80,32,68,32,12,52,12,9,35,33,47,70,68,54,18,0,0,60,4,5,48,64,47,62,82,41,28,50
75,49,58,33,29,46,68,88,47,46,18,42,72,56,48,41,30,42,26,36,5,50,62,32,28,81,83,35,69,32,20,53,14,8,35,34,46,66,66,49,13,0,0,65,7,6,47,67,50,60,90,49,28,54
75,51,60,33,30,45,68,78,45,43,16,46,67,55,43,44,29,51,22,37,4,56,56,25,15,82,81,32,65,31,29,54,15,7,34,33,44,66,71,45,12,0,0,68,4,6,48,68,53,59,83,52,28,54
76,46,58,34,27,45,66,84,46,44,15,43,63,52,42,41,28,44,21,41,4,55,57,27,17,84,78,33,72,29,29,57,14,8,38,31,43,62,60,41,13,0,0,74,5,6,52,62,45,59,83,53,30,55
74,49,56,37,27,44,78,77,46,38,16,43,70,52,40,43,29,53,15,26,3,36,47,27,19,72,78,32,61,30,23,53,12,9,33,31,42,65,64,34,15,0,0,80,3,9,47,61,47,59,89,44,57,55
75,51,57,35,27,42,63,80,49,38,17,46,75,53,43,45,31,47,20,22,3,31,58,24,18,77,84,32,67,31,20,41,11,8,33,32,43,70,70,33,14,0,0,69,7,15,47,59,40,60,70,37,38,53
81,57,61,36,28,44,65,87,45,39,17,50,80,56,42,48,33,55,18,14,3,31,62,23,15,81,88,27,68,31,17,44,10,9,37,34,45,71,72,35,35,0,0,74,4,100,48,63,43,65,64,41,32,59
77,54,57,34,30,42,59,99,46,43,17,49,73,55,44,48,34,52,18,18,2,21,62,24,18,87,81,30,66,31,15,40,11,8,40,35,46,74,67,36,46,0,0,74,10,14,47,62,43,61,79,37,35,64
70,49,54,31,27,41,61,82,54,47,16,49,70,50,40,42,31,49,17,35,3,50,62,26,26,88,77,41,64,29,19,42,13,10,39,33,46,71,63,37,13,1,0,76,9,6,43,61,50,58,82,47,31,57
67,47,56,33,28,43,63,91,43,43,16,42,70,46,36,42,47,45,23,37,4,51,52,26,14,79,81,36,64,30,28,44,13,9,42,32,45,73,63,38,19,3,1,76,9,5,46,63,55,57,91,53,31,49
73,54,68,34,30,46,96,95,48,54,18,56,75,54,45,52,44,61,23,41,5,56,56,25,16,77,77,32,65,33,28,61,13,10,53,42,54,73,70,49,42,100,93,71,7,6,58,64,53,81,80,50,36,63
68,53,73,34,34,46,79,100,40,54,19,58,69,49,41,50,44,50,18,36,4,39,54,20,16,83,82,32,64,34,26,47,10,9,52,43,56,82,75,92,51,1,1,58,5,5,49,63,47,79,64,43,33,62
70,46,52,32,30,44,74,98,39,40,16,46,68,50,45,39,27,62,17,42,4,36,59,25,27,79,78,32,64,29,17,43,12,8,36,33,43,72,73,91,19,0,0,60,8,5,50,61,52,60,83,49,28,57
71,51,52,33,27,46,98,91,42,40,16,44,70,55,42,39,29,75,18,46,4,61,53,31,30,79,79,38,61,30,33,48,14,11,35,33,42,73,64,62,14,0,0,68,7,5,49,63,56,57,90,57,30,53
75,50,53,34,24,49,83,92,41,41,15,47,69,55,46,42,26,58,20,30,4,46,53,24,13,82,78,33,61,30,28,44,14,13,36,35,42,72,63,55,12,0,0,71,10,6,44,63,56,58,85,56,28,58
76,48,51,34,26,49,69,79,42,40,16,44,68,52,40,39,25,55,22,38,4,59,59,28,14,81,77,34,66,30,33,52,14,17,29,29,42,65,70,53,12,0,0,70,5,7,44,62,51,56,86,56,27,59
76,52,50,37,27,48,74,76,43,38,16,45,72,54,40,43,26,43,23,38,3,37,58,23,11,75,82,33,62,31,24,43,13,16,30,30,41,69,67,46,15,0,0,90,3,9,43,61,46,57,81,45,27,56
75,56,53,33,27,45,64,79,46,38,17,47,76,55,41,45,28,54,17,19,2,25,61,24,20,85,88,30,67,29,15,41,12,14,30,34,43,76,67,39,14,0,0,79,6,16,44,60,43,61,65,40,27,54
79,56,52,31,26,44,65,82,52,36,16,49,78,56,43,45,28,54,14,16,2,31,60,22,13,85,89,30,65,29,20,39,11,21,31,31,43,74,72,47,27,1,0,80,7,84,42,57,42,63,67,38,26,57
77,56,53,32,26,44,60,95,44,40,16,54,76,53,35,46,34,66,16,19,2,25,53,23,10,80,88,30,66,31,10,38,11,15,31,34,45,72,78,38,27,1,0,68,8,12,43,58,43,60,72,49,28,57
72,52,47,32,25,40,63,85,51,42,15,54,70,47,39,41,32,50,22,40,3,53,58,26,33,74,82,43,69,29,29,40,13,19,34,35,47,69,74,37,14,1,0,81,7,7,43,59,52,57,80,54,30,61
66,53,50,31,27,42,63,81,45,41,14,45,69,47,41,42,33,56,22,30,3,53,52,28,20,77,83,38,63,28,28,48,14,17,33,33,46,68,70,42,19,4,1,75,7,5,45,61,55,54,86,54,28,53
70,61,57,34,31,43,85,86,45,45,16,62,80,58,42,47,42,53,25,37,4,46,60,25,13,79,86,32,66,30,35,56,12,18,40,39,49,75,71,40,39,93,20,66,9,5,42,60,49,76,73,58,32,63
73,53,67,35,31,44,76,90,41,51,16,65,70,46,38,49,37,48,23,36,3,35,76,21,15,76,86,32,67,31,19,49,12,19,42,44,56,76,78,46,64,7,75,58,9,5,44,64,43,78,69,45,34,75
74,51,47,31,28,44,68,88,42,39,15,47,70,52,49,39,21,45,18,28,4,31,77,22,30,81,84,38,74,29,20,45,13,25,33,35,44,73,73,55,18,1,0,66,5,5,47,62,49,58,82,55,28,64
69,50,47,32,28,44,70,88,45,40,16,47,70,53,44,40,26,46,20,28,3,51,70,30,31,78,85,40,68,30,25,43,14,29,33,36,45,69,76,55,16,1,0,73,8,5,44,65,57,60,88,59,27,65
