retail
6.375823285
6.985676249
5.275515445
7.353897481
4.691728071
9.451911605
9.104322831
7.676919925
5.981462719
5.206106094
5.78235312
4.573613154
8.645886699
6.525883609
6.492028091
6.189425863
6.633396957
3.921360563
3.407757081
4.927655896
4.043801682
3.929090212
3.204565548
4.267034162
1.499311303
2.430576161
3.026157092
2.169822142
3.855882956
2.441952572
2.510147932
2.718827999
3.776188296
4.602730896
5.501897366
2.857588672
3.127015322
2.02193607
1.395732941
1.603046486
1.120579769
2.185298844
1.332663341
-0.037106973
-2.116312209
-6.725328119
-11.66729692
-12.54175479
-11.48121584
-11.04446118
-12.79650828
-12.31293472
-12.26405324
-10.68306972
-10.08667611
-7.490607553
-8.317521616
-3.391036432
1.773127315
4.89346144
3.238659002
3.629998219
8.029763941
8.52547903
6.359169109
4.182096774
4.222891526
2.636696945
6.271405461
6.550628958
6.738403848
6.896920688
7.697845926
8.489308931
6.994942537
6.598231266
7.52609749
8.511591266
8.167901923
7.816918949
8.012515942
7.283431766
6.595588685
6.062471943
6.164742443
6.749766152
6.143095197
4.980407512
4.9258309
3.069955884
3.619868411
4.821560164
4.520684715
4.03587186
3.959533431
4.160768265
4.060087249
4.195350009
2.910371597
2.95438994
3.857017985
5.295267092
5.502045386
3.837612846
3.091099384
3.196171561
3.017262768
3.389160398
1.699521354
1.648615899
3.563464128
5.253280236
4.655008173
4.587141115
3.963985691
5.108971328
4.612574866
4.592324694
4.725026827
3.044369616
3.266122224
1.680556767
2.262677851
1.221762433
1.977932183
1.806632314
2.590353061
1.676277529
1.575593575
0.985868956
1.178490755
2.267362149
2.387039339
3.377048754
1.478828195
1.807327487
1.355339963
2.46540154
1.456932678
1.495542785
2.634459017
3.260235476
2.517678553
3.968993967
5.390051865
4.495116628
4.590172201
4.606239594
3.600351254
2.921812226
3.106775921
3.258853048
4.958331692
4.815533504
6.159205181
5.080518498
3.679142944
4.380197905
4.352322364
4.391164375
6.20112919
5.101454985
5.701138162
5.409366544
2.935490077
3.945163747
3.377106776
0.403195114
1.700982496
1.170248574
3.047649408
2.558459359
2.06648309
2.588622494
2.801793184
3.7060889
3.028203205
2.159797998
2.507834176
5.142377982
4.096245925
4.066722877
-3.638328207
-15.46449546
-0.918530796
5.740148288
6.192837977
6.046409567
8.941932858
8.240720307
6.825268911
8.467691716
11.92240771
8.995874537
28.03161073
46.57472838
22.60526233
15.54777391
11.86464666
12.35019037
11.12607151
13.6004991
15.48386303
12.98751267
12.07561577
16.1072248
7.06624342
7.744831018
8.885494111
9.115558684
10.56773824
9.877966576
8.579177152
8.106032054
5.277638731
4.928542903
5.380012753
3.934020033
0.855851116
0.241530071
1.048451071
0.389535515
1.603327814
1.975527992
3.186780265
